Handle,Title,Description,Rule Tags,AI Tags,Final Tags,Category,Audit Error Type,Audit Error Details,Correction,AI Prompt,Model Output
0mg-riot-squad-original-shortfill-50ml-70vg-30pg,0mg Riot Squad Original shortfill 50ml (70VG/30PG),"<span data-mce-fragment=""1"">The 0mg Riot Squad Original Shortfill 50ml (70VG/30PG) is a sophisticated e-liquid that elevates your vaping experience. Crafted in the UK, this shortfill features a tantalizing blend of 70% VG and 30% PG, making it ideal for sub-ohm vaping and cloud enthusiasts. The Original collection boasts a range of exquisite flavours, catering to diverse palates. Indulge in the opulent and intense flavours of the Riot Squad Original Shortfill 50ml for an unforgettable vaping experience. <br></span><br data-mce-fragment=""1"">
<ul data-mce-fragment=""1""></ul>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Made in the UK</li>
<li data-mce-fragment=""1"">0mg Nicotine Strength</li>
<li data-mce-fragment=""1"">50ml E-liquid Content in a 60ml Shortfill Bottle</li>
<li data-mce-fragment=""1"">Space for 1 x 18mg Nicotine shots for 3mg</li>
<li data-mce-fragment=""1"">70VG/30PG</li>
<li data-mce-fragment=""1"">Childproof and Tamper evident cap</li>
<li data-mce-fragment=""1"">Suitable for Sub Ohm Vaping</li>
<li data-mce-fragment=""1"">Recyclable Bottle</li>
<li data-mce-fragment=""1"">TPD compliant<br data-mce-fragment=""1"">
</li>
</ul>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Flavours: </strong><br data-mce-fragment=""1""></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Cherry Fizzle</span></li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Blue Burst</span></li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Pink Grenade</span></li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Sub-Lime</span></li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Tropical Fury</span></li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Purple Burst<br data-mce-fragment=""1""></span></li>
</ul>","70/30,50ml,shortfill,0mg,direct-to-lung",,"70/30,50ml,shortfill,0mg,direct-to-lung",e-liquid,Missing VG/PG ratio tag,vg_ratio category tag,,,
0mg-riot-squad-pod-liq-shortfill-100ml-50vg-50pg,0mg Riot Squad Pod Liq Shortfill 100ml (50VG/50PG),"<span data-mce-fragment=""1"">Unleash the ultimate vaping experience with the 0mg Riot Squad Pod Liq Shortfill 100ml (70VG/30PG)! This perfectly balanced e-liquid boasts 70% VG for impressive vapour production and 30% PG for exceptional flavour. The 100ml short-fill bottle guarantees an ample supply for extended use. Whether you're chasing clouds or craving delicious flavour, the 0mg Riot Squad Pod Liq Shortfill 100ml is the answer. Elevate your vaping game with this top-notch product and embrace the Riot Squad experience!</span>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Made in the UK</li>
<li data-mce-fragment=""1"">0mg Nicotine Strength</li>
<li data-mce-fragment=""1"">100ml E-Liquid Content in a 120ml Shortfill Bottle</li>
<li data-mce-fragment=""1"">70VG/30PG</li>
<li data-mce-fragment=""1"">Childproof and Tamper evident cap</li>
</ul>
<br data-mce-fragment=""1""><strong data-mce-fragment=""1"">Flavours: </strong><br data-mce-fragment=""1"">
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Grape Strawberry</li>
<li data-mce-fragment=""1"">Strawberry Raspberry Cherry</li>
<li data-mce-fragment=""1"">Cherry Lime Blue Raspberry</li>
<li data-mce-fragment=""1"">Peach Cherry Lemonade</li>
<li data-mce-fragment=""1"">Blueberry Lemonade</li>
</ul>
<ul data-mce-fragment=""1""></ul>","0mg,50/50,100ml,shortfill",,"0mg,50/50,100ml,shortfill",e-liquid,Missing VG/PG ratio tag,vg_ratio category tag,,,
0mg-riot-squad-punx-50ml-shortfill-70vg-30pg,0mg Riot Squad Punx 50ml Shortfill (70VG/30PG),"<span data-mce-fragment=""1"">The Riot Squad Punx 0mg 50ml Shortfill (70VG/30PG) is a premium e-liquid crafted for a delightful vaping experience. Made in the UK, this shortfill bottle contains 50ml of e-liquid with a tantalizing 70% VG and 30% PG ratio, perfect for sub-ohm vaping and cloud chasers. Elevate your vaping journey with this award-winning e-liquid, designed to deliver intense flavour and satisfying vapour production. Purchase this 0mg 50ml Shortfill (70VG/30PG) e-liquid for an unforgettable vaping indulgence.<br data-mce-fragment=""1""></span><span data-mce-fragment=""1""></span>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Made in the UK</span></li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">0mg</span></li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">50ml</span></li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">70VG/30PG</span></li>
</ul>
<span data-mce-fragment=""1""><strong data-mce-fragment=""1"">Flavours:</strong></span><br data-mce-fragment=""1"">
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Apple Cucumber Mint &amp; Aniseed</span></li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Blackcurrant &amp; Watermelon</span></li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Guava Passion Fruit and Pineapple</span></li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Mango Peach &amp; Pineapple</span></li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Raspberry Grenade</span></li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Strawberry Raspberry &amp; Blueberry</span></li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Banana Rasberry &amp; Dragonfruit</span></li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Strawberry &amp; Pink Apple<br data-mce-fragment=""1""></span></li>
</ul>","70/30,50ml,shortfill,0mg,fruity,ice",shortfill,"70/30,50ml,shortfill,0mg,fruity,ice",e-liquid,Missing VG/PG ratio tag,vg_ratio category tag,,,
0mg-ruthless-120ml-shortfill-70vg-30pg,0mg Ruthless 120ml Shortfill (70VG/30PG),"<p><meta charset=""UTF-8""><span>Experience the bold and vibrant flavours of 0mg Ruthless 120ml Shortfill, a premium e-liquid crafted for vapers who crave intense taste and impressive vapor production. This shortfill comes in a generously sized 120ml bottle, filled with 100ml of nicotine-free e-liquid, leaving ample space to add two 10ml nicotine shots if you wish to customise your strength up to 3mg</span><a rel=""nofollow noopener"" class=""citation ml-xs inline"" data-state=""closed"" aria-label=""Ruthless Slurricane 100ml E-Liquid - Shisha Vibe"" href=""https://www.shishavibe.com/product/ruthless-slurricane-100ml"" target=""_blank""></a><a rel=""nofollow noopener"" class=""citation ml-xs inline"" data-state=""closed"" aria-label=""Ruthless Tropic Thunda 100ml E-Liquid - Shisha Vibe"" href=""https://www.shishavibe.com/product/ruthless-tropic-thunda-100ml-e-liquid"" target=""_blank""></a><span class=""whitespace-nowrap""><a rel=""nofollow noopener"" class=""mr-[2px] citation ml-xs inline"" data-state=""closed"" aria-label=""Ruthless 120ml Shortfill | £9.99 Only - UK Vape Kings"" href=""https://ukvapekings.com/product/ruthless-120ml-shortfill/"" target=""_blank""></a>.</span><span> The expertly balanced 60VG/40PG ratio is designed to deliver both rich flavour and smooth, satisfying clouds, making it ideal for sub-ohm vaping devices.</span></p>
<p><strong>Specifications:</strong></p>
<ul>
<li>100ml of E-Liquid In A 120ml Shortfill Bottle</li>
<li>60% VG / 40% PG</li>
<li>Blended For Sub Ohm Vaping</li>
<li>Made In The USA</li>
<li>Mixed and Bottled In An ISO 7 Cleanroom</li>
<li>Childproof Cap</li>
<li>Tamper Evident Seal</li>
<li>Recyclable Bottle</li>
</ul>
<p><strong>Flavours:</strong></p>
<ul>
<li>Lush On Ice</li>
<li>
<span class=""Apple-tab-span""> </span>Ez Duz It</li>
<li>
<span class=""Apple-tab-span""> </span>Grape Drank</li>
<li>
<span class=""Apple-tab-span""> </span>Grape Drank On Ice</li>
<li>
<span class=""Apple-tab-span""> </span>Jungle Fever</li>
<li>
<span class=""Apple-tab-span""> </span>Paradize</li>
<li>
<span class=""Apple-tab-span""> </span>Rise</li>
<li>
<span class=""Apple-tab-span""> </span>Rise On Ice</li>
<li>
<span class=""Apple-tab-span""> </span>Tropic Thunda</li>
<li>
<span class=""Apple-tab-span""> </span>Skir Skirr On Ice</li>
<li>
<span class=""Apple-tab-span""> </span>Strizzy</li>
</ul>","70/30,shortfill,0mg,10ml,direct-to-lung,100ml,nic_salt,ice",shortfill,"70/30,shortfill,0mg,10ml,direct-to-lung,100ml,nic_salt,ice",e-liquid,Missing VG/PG ratio tag,vg_ratio category tag,,,
0mg-ruthless-classic-100ml-shortfills-70vg-30pg,0mg Ruthless Classic 100ml Shortfills (70VG/30PG),"<p><span>Discover the exquisite range of Ruthless 100ml Shortfills, crafted for vapers who seek exceptional flavor and versatility. Each bottle contains 100ml of high-quality e-liquid, specifically designed to be nicotine-free, allowing you to personalize your vaping experience by adding your preferred nicotine shots. This unique feature enables you to tailor the strength according to your individual preferences, ensuring a satisfying vape every time.</span></p>
<p><span><strong>Specification:</strong><br></span></p>
<ul>
<li>70% VG 30% PG</li>
<li>Made In USA</li>
<li>100ml of e-liquid</li>
<li>120ml bottle</li>
<li>0mg</li>
<li>1x Nicotine Shot included</li>
<li>Best used in sub-ohm devices</li>
<li>Child resistant cap</li>
<li>Tamper evident seal</li>
<li>TPD Compliant<br>
</li>
</ul>
<p><strong>Flavours:</strong></p>
<ul>
<li>Cherry Drank<span class=""Apple-converted-space""> </span>
</li>
<li>Dulce de Tobaco<span class=""Apple-converted-space""> </span>
</li>
<li>Ez Duz It<span class=""Apple-converted-space""> </span>
</li>
<li>Ez Duz It on ice<span class=""Apple-converted-space""> </span>
</li>
<li>Freeze Edition Cherry Bomb<span class=""Apple-converted-space""> </span>
</li>
<li>Grape Drank<span class=""Apple-converted-space""> </span>
</li>
<li>Jungle Fever<span class=""Apple-converted-space""> </span>
</li>
<li>Tobacco Coffee<span class=""Apple-converted-space""> </span>
</li>
<li>Paradize</li>
<li>Rise</li>
<li>Berry Drank<span class=""Apple-converted-space""> </span>
</li>
</ul>","70/30,tobacco,shortfill,0mg,100ml,ice",100ml,"70/30,tobacco,shortfill,0mg,100ml,ice",e-liquid,Missing VG/PG ratio tag,vg_ratio category tag,,,
0mg-ruthless-essentials-100ml-shortfill-60vg-40pg,0mg Ruthless Essentials 100ml Shortfill (60VG/40PG),"<p><meta charset=""UTF-8""><span>The 0mg Ruthless Essentials 100ml Shortfill offers a perfectly balanced vaping experience, crafted with a smooth 60VG/40PG blend that delivers rich flavour and a satisfying throat hit. Designed for vapers who prefer a nicotine-free option, this shortfill lets you enjoy pure, consistent taste with exceptional vapour production. </span><span>Ideal for both sub-ohm and standard setups, this e-liquid provides a silky inhale and a flavourful exhale that perfectly encapsulates Ruthless quality.</span></p>
<p><strong>Specifications:</strong></p>
<ul>
<li><span>100ml Of E-Liquid In A 120ml Bottle<br></span></li>
<li><span>0mg Nicotine Strength<br></span></li>
<li><span>60VG/40PG Ratio<br></span></li>
<li><span>Space for 2 Nic Shots<br></span></li>
<li><span>Made in the USA<br></span></li>
<li><span>Perfect for Sub Ohm Vape Kits</span></li>
</ul>
<p><strong>Flavours:</strong></p>
<ul>
<li>Arctic Cherry Lemonade</li>
<li>Blue Razz Strawzz</li>
<li>Coconut</li>
<li>Jewel Mint</li>
<li>Peppermint Blast</li>
<li>Red Skitz Skitz</li>
<li>Wild Berrylicious</li>
</ul>","60/40,shortfill,0mg,100ml,direct-to-lung,nic_salt,ice",shortfill,"60/40,shortfill,0mg,100ml,direct-to-lung,nic_salt,ice",e-liquid,Missing VG/PG ratio tag,vg_ratio category tag,,,
0mg-ruthless-loaded-100ml-shortfill-70vg-30pg,0mg Ruthless Loaded 100ml Shortfill (70VG/30PG),"<p><span>Experience the bold and vibrant world of vaping with Loaded 100ml Shortfills, designed for those who crave intense flavors and a customizable vaping experience. Each bottle contains 100ml of premium e-liquid, leaving ample space for you to add your preferred nicotine shots, allowing you to tailor the strength to your liking.</span></p>
<p><span><strong>Specification:</strong><br></span></p>
<ul>
<li><span>100ml Bottle </span></li>
<li><span>Strength: 0mg <br></span></li>
<li><span>70VG/30PG</span></li>
<li><span>Childproof Cap<br></span></li>
<li><span>Designed For Sub Ohm Vaping<br></span></li>
<li><span>Made In USA</span></li>
<li><span>Recyclable Bottle<br></span></li>
<li><span>Space For 2 x 10ml Nic Shots<br></span></li>
<li>
<span>Tamper Evident Seal</span><span></span>
</li>
</ul>
<p><strong>Flavours:</strong></p>
<ul>
<li>Strawberry Jelly Donut</li>
<li><span style=""font-size: 0.875rem;"">Melon Milkshake with honey </span></li>
<li>Cotton candy</li>
<li><span style=""font-size: 0.875rem;"">Glazed donut</span></li>
</ul>","70/30,candy/sweets,shortfill,0mg,10ml,direct-to-lung,100ml",shortfill,"candy/sweets,70/30,shortfill,0mg,10ml,direct-to-lung,100ml",e-liquid,Missing VG/PG ratio tag,vg_ratio category tag,,,
0mg-signature-mental-bar-juice-100ml-shortfill-50pg-50vg,0mg Signature Mental Bar Juice 100ml Shortfill (50PG/50VG),"<span data-mce-fragment=""1"">The Signature Mental Bar Juice is a must-try for all vapers! This 100ml Shortfill offers a perfect balance with 50% PG and 50% VG, giving you a delicious flavour and satisfying vapour production. Plus, you can add your desired nicotine shot or enjoy it without any nicotine. With a generous 100ml capacity, this shortfill bottle ensures long-lasting enjoyment for all vaping devices. Experience the versatility and pleasure of Signature Mental Bar Juice today!</span><br data-mce-fragment=""1"">
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Made In The UK</span></li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">0mg Nicotine Strength</span></li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">100ml E-Liquid Content in a 120ml Shortfill Bottle</span></li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Space For 2 x 10ml Nicotine Shots</span></li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">50VG/50PG</span></li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Ideal For Sub-Ohm Devices &amp; Kits</span></li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Childproof Cap &amp; Tamper Evident Seal</span></li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Recyclable Bottle</span></li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">TPD Complaint</span></li>
</ul>
<span data-mce-fragment=""1""><br data-mce-fragment=""1""><strong data-mce-fragment=""1"">Flavour: </strong><br data-mce-fragment=""1""></span><span data-mce-fragment=""1""></span>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Blue Raspberry</span></li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Blue Raspberry Berries</span></li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Blue Raspberry Blackcurrant</span></li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Blue Raspberry Cherry</span></li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Blue Raspberry Grape</span></li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Blue Raspberry Lemonade</span></li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Blue Raspberry Mango</span></li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Blue Raspberry Pomegranate</span></li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Blue Slush</span></li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Grape Ice</span></li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Kiwi Passion Guava</span></li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Mango Ice</span></li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Mango Peach &amp; Watermelon</span></li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Pink Lemonade</span></li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Vimmy Ice</span></li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Watermelon Ice</span></li>
</ul>
<span data-mce-fragment=""1""><br data-mce-fragment=""1""></span>","50/50,shortfill,0mg,10ml,100ml,ice",,"50/50,shortfill,0mg,10ml,100ml,ice",e-liquid,Missing VG/PG ratio tag,vg_ratio category tag,,,
0mg-sloth-vapes-50ml-shortfill-70vg-30pg-1-free-nic-shot-per-shortfill,0mg Sloth Vapes 50ml Shortfill (70VG/30PG) (1 Free Nic Shot Per Shortfill),"<h3><strong>Free 10ml Nic Shot With Every Bottle !</strong></h3>
<p><br>Indulge in the smooth and satisfying vaping experience offered by Sloth Vapes 50ml Shortfill. This premium e-liquid comes in a generous 50ml bottle with 0mg nicotine, perfect for those who prefer a nicotine-free base or want to customize their nicotine strength. The balanced 50VG/50PG ratio ensures a perfect blend of vapour production and flavour intensity, suitable for a wide range of vaping devices. As an added bonus, each shortfill purchase includes one free nicotine shot, allowing you to easily create your desired nicotine level. The 60ml bottle capacity leaves ample room for adding the nicotine shot without any spillage. Whether you're a cloud chaser or flavor enthusiast, this versatile e-liquid caters to various vaping styles while offering excellent value. Elevate your vaping experience with Sloth Vapes' carefully crafted shortfill, designed to deliver consistent satisfaction with every puff. <br><br><br><strong>Specifications: </strong><br></p>
<ul>
<li>0mg Nicotine<br>
</li>
<li>50ml E-Liquid Content in a 60ml Shortfill Bottle</li>
<li>Space for 1 x 10ml Nicotine shots<br>
</li>
<li>VG/PG Ratio: 50/50<br><span data-mce-fragment=""1""></span>
</li>
<li>
<span data-mce-fragment=""1"">Ideal for Mouth to Lung (MTL) Vaping, Pods &amp; Starter Kits</span><br>
</li>
<li>Easy Fill Nozzle</li>
<li>Childproof Cap</li>
<li>Free 10ml Nic Shot With Every Bottle !</li>
</ul>
<p><strong>Flavours: </strong><br></p>
<ul>
<li>Slothberry Lemonade <br>
</li>
<li>Slothberries <br>
</li>
<li>Sloth'NBerg <br>
</li>
<li>Slothrazzle Lemoannde <br>
</li>
<li>Slothergy </li>
</ul>
<!----><!---->","70/30,50ml,freebase_nicotine,mouth-to-lung,shortfill,0mg,10ml,nic_salt",shortfill,"70/30,50ml,freebase_nicotine,mouth-to-lung,shortfill,0mg,10ml,nic_salt",e-liquid,Missing VG/PG ratio tag,vg_ratio category tag,,,
0mg-spirited-by-fantasi-100ml-shortfill-70vg-30pg,0mg  Spirited By Fantasi 100ml Shortfill (70VG/30PG),"<p><span data-mce-fragment=""1"">Transform your vaping experience with Spirited Shortfills - the ultimate fusion of fruit and classic alcoholic beverage flavours, crafted by Fantasi. Satisfy your taste buds with six irresistible options that will leave every vaper craving for more!</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Enhance your vaping with Fantasi's Spirited Series E-liquid. This 70VG/30PG blend is optimized for High-wattage Direct-to-lung devices and pods, providing bold and delicious clouds of vapour with a gratifying throat hit. Additionally, you can add up to two nicotine shots to your preferred shortfill flavour for a smoking experience without the nicotine. Upgrade your vaping experience today!</span><br data-mce-fragment=""1""></p>
<p><strong>Donut King Product Features:</strong></p>
<ul>
<li>Made in the UK</li>
<li>0mg Nicotine Strength</li>
<li>100ml E-Liquid Content in a 120ml Shortfill Bottle</li>
<li>Space for 2 x 10ml Nicotine shots</li>
<li>50VG/50PG</li>
<li>Ideal for Sub-Ohm Devices and Kits</li>
<li>Childproof Cap and Tamper Evident Seal</li>
<li>Recyclable Bottle</li>
<li>TPD Complaint</li>
</ul>
<p><br data-mce-fragment=""1""><span data-mce-fragment=""1""><strong data-mce-fragment=""1"">Flavours:</strong></span></p>
<ul>
<li><span style=""font-size: 0.875rem;"">Irish Cream</span></li>
<li>
<span style=""font-size: 0.875rem;"">Kiwi Colada</span><br>
</li>
<li><span data-mce-fragment=""1"">Original Mojito</span></li>
<li><span data-mce-fragment=""1"">Pineapple Rum </span></li>
<li><span data-mce-fragment=""1"">Strawberry Daiquiri</span></li>
<li><span data-mce-fragment=""1"">Woodberry Mojito </span></li>
</ul>","70/30,beverages,shortfill,0mg,fruity,10ml,direct-to-lung,100ml",shortfill,"70/30,beverages,shortfill,0mg,fruity,10ml,direct-to-lung,100ml",e-liquid,Missing VG/PG ratio tag,vg_ratio category tag,,,
0mg-tank-fuel-tasty-fumes-salt-fill-60ml-50vg-50pg,0mg Tank Fuel Tasty Fumes Salt-Fill 60ml (50VG/50PG),"<span data-mce-fragment=""1"">Tank Fuel Tasty Fumes 60ml (50VG/50PG) is a high-quality e-liquid that offers a unique and flavorful vaping experience. With a perfect balance of 50% Vegetable Glycerin (VG) and 50% Propylene Glycol (PG), this e-liquid delivers a smooth and satisfying throat hit while producing thick and dense clouds of vapour. The 60ml bottle size has 25ml Saltfill e-liquid </span><span data-mce-fragment=""1"">add 3x 70/30 Nic Salt Shots to the bottle to make a 10mg 50/50 Salt liquid. </span><span data-mce-fragment=""1"">Choose Tank Fuel Tasty Fumes 60ml (50VG/50PG) for a delicious and enjoyable vaping experience.</span><br data-mce-fragment=""1"">
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">50VG/50PG</li>
<li data-mce-fragment=""1"">25ml e-liquid </li>
<li data-mce-fragment=""1"">60ml Bottle </li>
<li data-mce-fragment=""1"">Add up to 3 Nicotine Shots <span data-mce-fragment=""1"">or </span><span data-mce-fragment=""1"">Nic Salt Shots</span>
</li>
<li data-mce-fragment=""1"">Ideal for DTL Systems or MTL Systems</li>
</ul>
<p data-mce-fragment=""1""><br data-mce-fragment=""1""><b data-mce-fragment=""1"">Directions for use:</b><br data-mce-fragment=""1"">add 3x 70/30 Nic Salt Shots to the bottle to make a 10mg 50/50 Salt liquid. Once added shake well. Perfect for pod users and MTL users. Can be used with nic salts or normal nic shots.<br data-mce-fragment=""1""></p>
<p data-mce-fragment=""1"">Ensure you use 70/30 Nic Salt Shots or 70/30 Nic Shot to make the finished product a  50VG/50PG ratio. <br data-mce-fragment=""1""><br data-mce-fragment=""1""><strong data-mce-fragment=""1"">Flavours:</strong><br data-mce-fragment=""1""></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Lemon Lime Fizz </li>
<li data-mce-fragment=""1"">Blue Man </li>
<li data-mce-fragment=""1"">Strawberry Kiwi </li>
<li data-mce-fragment=""1"">Minty Chew </li>
<li data-mce-fragment=""1"">Juicy Orange</li>
<li data-mce-fragment=""1"">Double Cherry </li>
</ul>
<p data-mce-fragment=""1""> </p>","50/50,mouth-to-lung,0mg,nic_salt,direct-to-lung",nic_salt,"50/50,mouth-to-lung,0mg,direct-to-lung,nic_salt",e-liquid,Missing VG/PG ratio tag,vg_ratio category tag,,,
0mg-the-custard-company-dubai-chocolate-120ml-shortfill-70vg-30pg,0mg The Custard Company Dubai Chocolate 120ml Shortfill (70VG/30PG),"<p><meta charset=""UTF-8""><meta charset=""UTF-8"">The Custard Company's Dubai Choco 100ml Shortfill, a luxurious e-liquid inspired by opulent Middle Eastern desserts. This 0mg nicotine blend features a rich milk chocolate base, perfectly balanced with roasted pistachio notes and delicate pastry undertones, reminiscent of traditional kadaif. <meta charset=""UTF-8"">This 100ml shortfill comes in a larger bottle, giving you space to easily add up to two 10ml nicotine shots to customize your strength. With a 70VG/30PG ratio, it delivers dense vapor and a smooth throat hit, ideal for sub-ohm vapers. Proudly made in the UK, it's a sophisticated, gourmet vape for dessert lovers.<br></p>
<p><strong>Specifications:</strong></p>
<ul>
<li>
<span>100ml of E-Liquid in a 120ml Shortfill Bottle</span><br>
</li>
<li>
<span>Space for Nic Shots to Be Added</span><br>
</li>
<li><span>70% VG / 30% PG Ratio</span></li>
<li>
<span>Blended for Sub Ohm Vaping</span><br>
</li>
<li>Made For MTL Vaping<br>
</li>
<li>TPD Compliant<br>
</li>
<li>Childproof Cap<br>
</li>
</ul>
<p><strong>Flavour:</strong></p>
<ul>
<li><span>Chocolate, Pistachio, Pastry</span></li>
</ul>","70/30,traditional_nicotine,mouth-to-lung,shortfill,0mg,10ml,100ml,direct-to-lung,desserts/bakery,nic_salt","0mg,shortfill","70/30,traditional_nicotine,mouth-to-lung,shortfill,0mg,10ml,100ml,direct-to-lung,desserts/bakery,nic_salt",e-liquid,Missing VG/PG ratio tag,vg_ratio category tag,,,
0mg-twist-e-liquids-100ml-shortfill-70vp-30pg,0mg Twist E-liquids 100ml Shortfill (70VP/30PG),"<p><meta charset=""UTF-8""><span>The 0mg Twist 100ml Shortfill (70VG/30PG) is a high-quality e-liquid crafted for vapers who enjoy bold flavour and impressive cloud production without any nicotine content. Perfect for sub-ohm vaping, its 70VG/30PG ratio delivers dense, smooth vapour with rich, well-balanced taste in every puff. Supplied in a spacious 120ml bottle with 100ml of nicotine-free e-liquid, there is ample room to add nicotine shots if desired, giving you complete control over your strength preference. </span><span>Designed for flavour chasers and cloud enthusiasts alike, the 0mg Twist 100ml Shortfill is an excellent choice for those seeking a smooth, customisable, and satisfying vape session.</span></p>
<p><strong>Specifications:</strong></p>
<ul>
<li dir=""ltr"" role=""presentation""><span>100ml of E-Liquid in a 120ml Shortfill Bottle<br></span></li>
<li dir=""ltr"" role=""presentation""><span>0mg Nicotine Strength</span></li>
<li dir=""ltr"" role=""presentation""><span>Made In USA</span></li>
<li dir=""ltr"" role=""presentation""><span>70% VG / 30% PG Ratio<br></span></li>
<li>Designed for Sub Ohm Vaping<span><br></span>
</li>
<li dir=""ltr"" role=""presentation""><span>Made For MTL Vaping<br></span></li>
<li>Tamper Evident Seal</li>
<li>Recyclable Bottle<span><br></span>
</li>
<li dir=""ltr"" role=""presentation""><span>Childproof Cap</span></li>
</ul>
<p><strong>Flavours:</strong><span></span></p>
<ul>
<li>Arctic Cool Mint</li>
<li>Banana Oatmeal Cookie</li>
<li>Berry Medley Lemonade</li>
<li>Grape Berry</li>
<li>Honeydew Melon</li>
<li>Ice Pink Punch Lemonade</li>
<li>Ice Watermelon Madness</li>
<li>Peach Lemonade</li>
<li>Pink Punch Lemonade</li>
<li>Strawberry Honey Biscuit</li>
<li>Strawberry Lemonade</li>
<li>Sugar Cookie</li>
<li>Tropical Punch</li>
<li>Watermelon Madness</li>
<li>Tobacco Gold</li>
</ul>","70/30,tobacco,mouth-to-lung,shortfill,0mg,100ml,direct-to-lung,nic_salt,ice",shortfill,"70/30,tobacco,mouth-to-lung,shortfill,0mg,100ml,direct-to-lung,nic_salt,ice",e-liquid,Missing VG/PG ratio tag,vg_ratio category tag,,,
